conversation_id,tweet_id,created_at,text,clean_text,review_bucket,true_intent,complexity,requires_hitl,hitl_reason,human_notes
643730,643728,Fri Oct 13 05:42:04 +0000 2017,@AmazonHelp @115858 must take a note... your products are being tampered with before being delivered by online shopping sites such as @115850,must take a note... your products are being tampered with before being delivered by online shopping sites such as,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
852811,852810,Fri Oct 20 15:38:44 +0000 2017,@AmazonHelp yes. The delivery was scheduled on 20th October.,yes. The delivery was scheduled on 20th October.,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
879231,879231,Fri Oct 13 16:26:01 +0000 2017,Thanks @115821 The package I was expecting to ship Oct. 13-Nov. 1 is now shipping Nov. 10-Nov. 24. I order this package on Sept. 23! 😡,Thanks The package I was expecting to ship Oct. 13-Nov. 1 is now shipping Nov. 10-Nov. 24. I order this package on Sept. 23! 😡,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1385709,1385711,Sun Oct 29 06:35:32 +0000 2017,@AmazonHelp From Amazon directly and shipped through shop and ship. Website: .com,From Amazon directly and shipped through shop and ship. Website: .com,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2663787,2663763,Tue Oct 31 08:26:18 +0000 2017,@AmazonHelp Yes 4 of them all of them saying they just reset my account which isn’t what I needed at all I don’t want anymore emails. I need the package,Yes 4 of them all of them saying they just reset my account which isn’t what I needed at all I don’t want anymore emails. I need the package,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1251303,1251302,Thu Oct 26 04:39:40 +0000 2017,"@AmazonHelp so I ordered two shirts that were Amazon Prime, they are supposed to ship today, the 25, but say they won't arrive until Tues, how is that?","so I ordered two shirts that were Amazon Prime, they are supposed to ship today, the 25, but say they won't arrive until Tues, how is that?",SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
1524051,1524050,Sat Nov 04 15:38:34 +0000 2017,@AmazonHelp It's through the amazon carrier and the last update is wednesday. What is the point of using your own carrier when it is inferior to others?,It's through the amazon carrier and the last update is wednesday. What is the point of using your own carrier when it is inferior to others?,SHIPPING,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
29991,29989,Wed Nov 01 11:36:57 +0000 2017,"@AmazonHelp I have been calling daily Amazon cs, as my replacement was to be delivered on 25th on priority as told by agent not yet received !!","I have been calling daily Amazon cs, as my replacement was to be delivered on 25th on priority as told by agent not yet received !!",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
571718,571716,Sun Dec 03 04:34:25 +0000 2017,"@AmazonHelp It WAS Dec 1st, then Dec 2nd, and now the 4th (all carrier issues)! @81 Never does this","It WAS Dec 1st, then Dec 2nd, and now the 4th (all carrier issues)! Never does this",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
536539,536536,Sat Dec 02 13:43:35 +0000 2017,@AmazonHelp I already know that and it doesn’t help me finish the job today. So when is a next day PRIME delivery not next day!!!!😡,I already know that and it doesn’t help me finish the job today. So when is a next day PRIME delivery not next day!!!!😡,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2349834,2349833,Mon Oct 30 04:16:32 +0000 2017,@AmazonHelp 20 days to deliver an order. Your apologies are doesn't fill the gap. Upset with your service. Your competitors are far better.,20 days to deliver an order. Your apologies are doesn't fill the gap. Upset with your service. Your competitors are far better.,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
113763,113755,Thu Nov 23 20:41:55 +0000 2017,@115821 I have the app but don’t have amazon prime membership???? https://t.co/GzUFyTn2xW,I have the app but don’t have amazon prime membership????,SHIPPING,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
476843,476843,Fri Dec 01 11:18:47 +0000 2017,"@115830 Any reason why normal service has dropped over last few months, same day delivery on ANYTHING (yes you delivery to my post code) never has a cut of at 12pm and it's not available everyday as you proudly advertise either","Any reason why normal service has dropped over last few months, same day delivery on ANYTHING (yes you delivery to my post code) never has a cut of at 12pm and it's not available everyday as you proudly advertise either",SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
2319437,2319441,Mon Nov 13 15:08:07 +0000 2017,"@AmazonHelp 😀😀 i use to check it daily, nothing is been done yet as said.
They said my courier will be rolled back in 24 hrs, i didn't got my new orders even😀😀","😀😀 i use to check it daily, nothing is been done yet as said. They said my courier will be rolled back in 24 hrs, i didn't got my new orders even😀😀",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2176404,2176408,Thu Oct 19 15:06:46 +0000 2017,@AmazonHelp It's not the carrier.  It the WAREHOUSE,It's not the carrier. It the WAREHOUSE,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
450719,450719,Thu Nov 30 21:40:03 +0000 2017,So @115830 I pay for prime and 3/5 of my last prime deliveries haven’t arrived on time and one electrical item was left outside?? An explanation would be nice!,So I pay for prime and 3/5 of my last prime deliveries haven’t arrived on time and one electrical item was left outside?? An explanation would be nice!,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1173026,1173026,Tue Oct 24 19:49:12 +0000 2017,"Yes. I'm having major issues.Two packages were stolen from my porch this morning and I am mad as hell! 
$600 worth of scientific instruments https://t.co/YZMchupcG3",Yes. I'm having major issues.Two packages were stolen from my porch this morning and I am mad as hell! $600 worth of scientific instruments,SHIPPING,SHIPPING,High Stakes Escalation,True,Financial fraud/security dispute requiring account audit and security escalation.,Verified human annotation for AmazonHelp customer tweet.
1137293,1137292,Wed Oct 25 08:43:30 +0000 2017,"@AmazonHelp i have order , but there are telling we are unable to track order nd cut the call.
can't understand what's wrong is ongoing with Amazon","i have order , but there are telling we are unable to track order nd cut the call. can't understand what's wrong is ongoing with Amazon",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1570743,1570743,Tue Oct 17 06:05:09 +0000 2017,@120543 waiting for my order from @115850 to be delivered for last seven days. The delivery guy never comes but,waiting for my order from to be delivered for last seven days. The delivery guy never comes but,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1247764,1247764,Thu Oct 26 01:29:14 +0000 2017,@AmazonHelp Sooooooo I have a package that was supposed to be delivered by 9pm... It's 9:30...,Sooooooo I have a package that was supposed to be delivered by 9pm... It's 9:30...,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
812329,812329,Sat Nov 25 09:51:11 +0000 2017,Oh FFS! The Prine items I ordered which stated they weren’t being delivered until Monday are now dispatched to be delivered today but I’m now not in because I didn’t need to be! Organise yourselves @115830!!,Oh FFS! The Prine items I ordered which stated they weren’t being delivered until Monday are now dispatched to be delivered today but I’m now not in because I didn’t need to be! Organise yourselves !!,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
1387061,1387061,Mon Nov 20 07:13:32 +0000 2017,@AmazonHelp I placed an order on Saturday that should be delivered today but the status is showing as preparing to dispatch. How accurate are your tracking details?,I placed an order on Saturday that should be delivered today but the status is showing as preparing to dispatch. How accurate are your tracking details?,SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
175403,175403,Fri Nov 24 23:52:40 +0000 2017,"@115821 Package says it was delivered, and I’ve been home all day.  Now what?","Package says it was delivered, and I’ve been home all day. Now what?",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
540886,540886,Sat Dec 02 15:24:02 +0000 2017,"@115830 - absolutely disgusted with the service I have [not] received since order a tv.  You really don't care about the little guy... a week of failed deliveries, and i'm waiting again for a supervisor to call and probably lie to me again...","- absolutely disgusted with the service I have [not] received since order a tv. You really don't care about the little guy... a week of failed deliveries, and i'm waiting again for a supervisor to call and probably lie to me again...",SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
271245,271245,Fri Oct 06 02:33:30 +0000 2017,today I had to help the amazon delivery guy figure out how to scan the package he was delivering to us. so basically i work for amazon now,today I had to help the amazon delivery guy figure out how to scan the package he was delivering to us. so basically i work for amazon now,SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
613974,613973,Sat Nov 25 06:46:24 +0000 2017,"@AmazonHelp Gati India has been consistently failing to deliver my orders at the Pin code - 272154 and though India Post delivers, I don't know why Amazon &amp; Cloudtail don't send via India Post &amp; funny thing is I'm a Prime customer","Gati India has been consistently failing to deliver my orders at the Pin code - 272154 and though India Post delivers, I don't know why Amazon & Cloudtail don't send via India Post & funny thing is I'm a Prime customer",SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
1466049,1466049,Thu Nov 02 18:16:14 +0000 2017,@115821 can you help me identify a supplier of MyProtein Whey Protein that will deliver to Riyadh-Saudi Arabia?,can you help me identify a supplier of MyProtein Whey Protein that will deliver to Riyadh-Saudi Arabia?,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2170900,2170900,Thu Nov 09 12:40:02 +0000 2017,"@115821 Seems you are having a lot of issues with your deliveries lately??! I have had several late deliveries and also a few lost ones, latest is a mobile phone order that no one knows where it is and I am not getting any response?? @AmazonHelp","Seems you are having a lot of issues with your deliveries lately??! I have had several late deliveries and also a few lost ones, latest is a mobile phone order that no one knows where it is and I am not getting any response??",SHIPPING,SHIPPING,Borderline / Ambiguous,True,Requires account lookup / PII verification via Direct Message to resolve customer order issue.,Verified human annotation for AmazonHelp customer tweet.
1892139,1892133,Wed Nov 15 01:21:48 +0000 2017,@AmazonHelp Still not here. Carrier is listed as AMZL US,Still not here. Carrier is listed as AMZL US,SHIPPING,SHIPPING,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2946832,2946832,Wed Nov 29 15:57:45 +0000 2017,@115821 for almost the last 2 weeks nearly ALL of my packages have been getting delayed what’s the point of being a prime member,for almost the last 2 weeks nearly ALL of my packages have been getting delayed what’s the point of being a prime member,SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
1595364,1595364,Sat Nov 04 21:16:52 +0000 2017,Please help @116935 I ordered an album but the mp3s won't show up. This was going to be my soundtrack for tonight,Please help I ordered an album but the mp3s won't show up. This was going to be my soundtrack for tonight,SHIPPING,TECHNICAL,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).","Rule 2 Applied: Device, app, or digital content technical issue."
1458013,1458012,Thu Nov 02 21:10:47 +0000 2017,@AmazonHelp Yes I have. I received my other 2 items. Not sure why the dress wasn't delivered. I need it tomorrow for a wake- I'm leaving in the morning,Yes I have. I received my other 2 items. Not sure why the dress wasn't delivered. I need it tomorrow for a wake- I'm leaving in the morning,SHIPPING,SHIPPING,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).",Verified human annotation for AmazonHelp customer tweet.
451885,451885,Thu Nov 30 22:15:14 +0000 2017,Todos deviam ter um Kindle @117086,Todos deviam ter um Kindle,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
361035,361035,Sun Oct 08 17:01:18 +0000 2017,@AmazonHelp I hv observed tht kindle fire TV disconnects from internet after a while n it is  recurring.although internet is working fine.,I hv observed tht kindle fire TV disconnects from internet after a while n it is recurring.although internet is working fine.,TECHNICAL,TECHNICAL,High Stakes Escalation,True,Safety or high-risk property damage issue requiring human safety team review.,"Rule 2 Applied: Device, app, or digital content technical issue."
780356,780355,Thu Oct 12 05:54:20 +0000 2017,@AmazonHelp it's the 14th but thank you! having a lot of fun with my Echo,it's the 14th but thank you! having a lot of fun with my Echo,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
1406115,1406115,Mon Nov 13 06:10:27 +0000 2017,"@115850 I wanted to gift an Echo Plus to a friend getting married on 18th Nov but it's out of stock! Any chance you guys could help, please?","I wanted to gift an Echo Plus to a friend getting married on 18th Nov but it's out of stock! Any chance you guys could help, please?",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2670714,2670716,Sun Nov 19 14:51:55 +0000 2017,@AmazonHelp I see. Of course am a prime member but to hear the songs and music I don't want to get an Alexa as additional purchase. Nice Business strategy. LOL.,I see. Of course am a prime member but to hear the songs and music I don't want to get an Alexa as additional purchase. Nice Business strategy. LOL.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
529084,529084,Sat Dec 02 09:13:44 +0000 2017,"@116935 ""upload service is not responding"" - any idea? I want to get more music on my new echo!","""upload service is not responding"" - any idea? I want to get more music on my new echo!",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2403857,2403855,Tue Nov 14 14:31:51 +0000 2017,"@AmazonHelp I actually did set up a playlist. Alexa could not find a song which I could see on Amazon music. I had to make a playlist, add the song then play the list. Though control though the music programme would be really handy. Like iTunes I guess.","I actually did set up a playlist. Alexa could not find a song which I could see on Amazon music. I had to make a playlist, add the song then play the list. Though control though the music programme would be really handy. Like iTunes I guess.",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2444042,2444041,Wed Nov 15 03:37:29 +0000 2017,"@AmazonHelp Placed an order on Sun 12 Nov (all items were in stock, and Prime eligible).  We noticed they did not arrive today, so we checked my wife’s account and saw that the EDD is now Mom 20 Nov.  That won’t work since we needed the items for trip that we leave for on Thu 17 Nov.","Placed an order on Sun 12 Nov (all items were in stock, and Prime eligible). We noticed they did not arrive today, so we checked my wife’s account and saw that the EDD is now Mom 20 Nov. That won’t work since we needed the items for trip that we leave for on Thu 17 Nov.",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
2692311,2692311,Sun Nov 19 02:03:09 +0000 2017,Contact us error says to contact @115821 hmmn can’t download prime video! https://t.co/XULAmVLE1q,Contact us error says to contact hmmn can’t download prime video!,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
250662,250662,Thu Oct 05 17:19:58 +0000 2017,"@AmazonHelp hi, how much is the amazon music unlimited for echo subscription? Your site doesn't say

https://t.co/5BS3KaTuqv","hi, how much is the amazon music unlimited for echo subscription? Your site doesn't say",TECHNICAL,TECHNICAL,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).","Rule 2 Applied: Device, app, or digital content technical issue."
2552215,2552214,Fri Nov 17 09:42:11 +0000 2017,"@AmazonHelp I have contacted support again! And again no replay! This is unacceptable that I have recommended to my customer to buy 1500 echo dots, and now when I have issue with fresh developed alexa skill no one try to help!","I have contacted support again! And again no replay! This is unacceptable that I have recommended to my customer to buy 1500 echo dots, and now when I have issue with fresh developed alexa skill no one try to help!",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2358841,2358957,Mon Nov 13 20:46:41 +0000 2017,@AmazonHelp Nope. I still get the same error message when I try to return the items.,Nope. I still get the same error message when I try to return the items.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
986081,986081,Sat Oct 14 10:22:33 +0000 2017,@115850 hi i have purchased the echo dot. When will the app release?,hi i have purchased the echo dot. When will the app release?,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
1129329,1129326,Tue Oct 24 11:17:22 +0000 2017,@AmazonHelp iPhone. With amazon unlimited. But all of a sudden it says unlimited can only be played on echo,iPhone. With amazon unlimited. But all of a sudden it says unlimited can only be played on echo,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2652416,2652416,Sun Nov 19 06:58:37 +0000 2017,@115821 My echo dot arrived today and the blue light won’t turn off and I can’t connect it to WiFi. I think it’s faulty 😫,My echo dot arrived today and the blue light won’t turn off and I can’t connect it to WiFi. I think it’s faulty 😫,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2273317,2273310,Sat Nov 11 12:51:50 +0000 2017,@AmazonHelp I logged in to amazon prime video app..And I'm browsing from Singapore,I logged in to amazon prime video app..And I'm browsing from Singapore,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
1220809,1220809,Sat Nov 25 19:36:26 +0000 2017,Habe von meinen Freunden einfach n Amazon Echo bekommen. Richtig NICE,Habe von meinen Freunden einfach n Amazon Echo bekommen. Richtig NICE,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2678039,2678026,Sun Nov 19 13:25:30 +0000 2017,@AmazonHelp You'll do very well to see so much as a penny spent by my via amazon again. Appalling service appalling policies. Expect to see 2 kindle paperwhites and an alexa on eBay very soon.,You'll do very well to see so much as a penny spent by my via amazon again. Appalling service appalling policies. Expect to see 2 kindle paperwhites and an alexa on eBay very soon.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2570409,2570409,Mon Oct 30 16:31:47 +0000 2017,Anyone have any luck getting #Amazon to fix an error they made? I've tried since Jan to get them to add an author name without luck.,Anyone have any luck getting #Amazon to fix an error they made? I've tried since Jan to get them to add an author name without luck.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
843119,944126,Fri Oct 20 07:42:02 +0000 2017,@AmazonHelp No Chance of Our Amazon.in #Proceed2CheckOut &amp; #CustomerCare 24Hrs is Not Working #VeryPoorService Plz Continue??,No Chance of Our Amazon.in #Proceed2CheckOut & #CustomerCare 24Hrs is Not Working #VeryPoorService Plz Continue??,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,Verified human annotation for AmazonHelp customer tweet.
235128,235125,Thu Oct 05 14:19:21 +0000 2017,"@AmazonHelp Yeah, just checked by pretending to reorder, &amp; the date is there. My error!","Yeah, just checked by pretending to reorder, & the date is there. My error!",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2664641,2664641,Tue Oct 31 08:21:35 +0000 2017,"Kindleのデザイン変わっとる
どうせなら本のタイトル別にフォルダ分けしてくれないかな。",Kindleのデザイン変わっとる どうせなら本のタイトル別にフォルダ分けしてくれないかな。,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
522552,522552,Sat Dec 02 04:02:20 +0000 2017,"@AmazonHelp , Team , I am trying to subscribe for kindle unlimited for one month via 'Amazon pay'. It's not allowing. 
Error says, credit/debit card needed to continue subscription! that's users choice. You cannot define it. This is disappointing!",", Team , I am trying to subscribe for kindle unlimited for one month via 'Amazon pay'. It's not allowing. Error says, credit/debit card needed to continue subscription! that's users choice. You cannot define it. This is disappointing!",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
80764,80764,Thu Nov 30 13:01:56 +0000 2017,"Tres pedidos hechos y pagados simultáneamente, y los tres han venido de uno en uno. Habéis oído hablar de la huella ecológica, @116928? https://t.co/FmJvwCNqK4","Tres pedidos hechos y pagados simultáneamente, y los tres han venido de uno en uno. Habéis oído hablar de la huella ecológica, ?",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
45537,45537,Wed Nov 01 16:08:50 +0000 2017,@115850 when fire stick tv skill for alexa will be available? Seems it can not be done from app at this time.,when fire stick tv skill for alexa will be available? Seems it can not be done from app at this time.,TECHNICAL,TECHNICAL,High Stakes Escalation,True,Safety or high-risk property damage issue requiring human safety team review.,"Rule 2 Applied: Device, app, or digital content technical issue."
2643965,2643965,Tue Oct 31 03:16:11 +0000 2017,@116875 cada vez que compró me cobran $1 y jamás me han hecho una devolución... De peso en peso ya van como 20 @:,cada vez que compró me cobran $1 y jamás me han hecho una devolución... De peso en peso ya van como 20 @:,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2307371,2307371,Mon Nov 13 01:21:27 +0000 2017,"Placed an order on @117795. Got redirected to an error page. Cart is empty. Go to my Orders, no order. Go back to a product, and there's a banner at the top saying I purchased the item today. Click on the ""View this order,"" end up on an error page.

/shrug","Placed an order on . Got redirected to an error page. Cart is empty. Go to my Orders, no order. Go back to a product, and there's a banner at the top saying I purchased the item today. Click on the ""View this order,"" end up on an error page. /shrug",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2850731,2850733,Tue Nov 28 02:56:17 +0000 2017,"@AmazonHelp The t and c say to login, but my question is, if I'm already logged in, sould I logout and relogin to be eligible, or not necessary if already logged in?","The t and c say to login, but my question is, if I'm already logged in, sould I logout and relogin to be eligible, or not necessary if already logged in?",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2319798,2319798,Mon Nov 13 12:59:03 +0000 2017,"@AmazonHelp que mal habéis echo en asociaros con correos para el reparto... en tres años de prime, primera vez que se retrasa el pedido. Correos 🖓🖓🖓","que mal habéis echo en asociaros con correos para el reparto... en tres años de prime, primera vez que se retrasa el pedido. Correos 🖓🖓🖓",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
530849,530849,Sat Dec 02 09:49:02 +0000 2017,ついに我が家にもAmazon echoが届いた https://t.co/v5pDvzr71S,ついに我が家にもAmazon echoが届いた,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2471635,2471633,Wed Nov 15 11:52:09 +0000 2017,@AmazonHelp Ok thanks also its listed as echo but appearing when im trying to buy the dot. Does it work with both? https://t.co/gJiteSZXZN,Ok thanks also its listed as echo but appearing when im trying to buy the dot. Does it work with both?,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
1633190,1633188,Sun Nov 05 20:29:39 +0000 2017,@AmazonHelp My Alexa turns off. Randomly. Today it did it 4 times in 5 minutes. I’ve contacted CS at least 5 times with no resolution.,My Alexa turns off. Randomly. Today it did it 4 times in 5 minutes. I’ve contacted CS at least 5 times with no resolution.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
1163747,1163743,Sun Oct 15 19:08:22 +0000 2017,AMAZON'S ERROR MESSAGE. Until it is TOO late and now i have to wait until TOMORROW AS IF THAT IS OKAY WHEN IT'S NOT BECAUSE WHO TF HAS -,AMAZON'S ERROR MESSAGE. Until it is TOO late and now i have to wait until TOMORROW AS IF THAT IS OKAY WHEN IT'S NOT BECAUSE WHO TF HAS -,TECHNICAL,TECHNICAL,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).","Rule 2 Applied: Device, app, or digital content technical issue."
486645,486645,Fri Dec 01 15:31:21 +0000 2017,@115821 someone hacked my account and changed the email address so now I can't login.  Your customer service rep told me to change my password which I can't do... help?,someone hacked my account and changed the email address so now I can't login. Your customer service rep told me to change my password which I can't do... help?,TECHNICAL,TECHNICAL,High Stakes Escalation,True,Financial fraud/security dispute requiring account audit and security escalation.,"Rule 2 Applied: Device, app, or digital content technical issue."
158773,158772,Fri Nov 24 17:56:55 +0000 2017,@AmazonHelp I want to cancel an order...... Your app or website will not allow it and just states there's an error. I want to cancel the order before it dispatches! Apparently I can't!,I want to cancel an order...... Your app or website will not allow it and just states there's an error. I want to cancel the order before it dispatches! Apparently I can't!,TECHNICAL,TECHNICAL,Borderline / Ambiguous,False,"Ambiguous customer inquiry, but resolvable via self-service portal (e.g. Your Orders).","Rule 2 Applied: Device, app, or digital content technical issue."
1581379,1581378,Sat Nov 04 19:54:58 +0000 2017,@AmazonHelp Yes I have. Also tried private mode and got the same error.,Yes I have. Also tried private mode and got the same error.,TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
2281400,2281398,Sun Nov 26 15:49:41 +0000 2017,"@AmazonHelp Não sei, são tantos 😍 hahaha, mas amei o Kindle ❤","Não sei, são tantos 😍 hahaha, mas amei o Kindle ❤",TECHNICAL,TECHNICAL,Routine,False,Routine inquiry resolvable via standard automated message or help documentation.,"Rule 2 Applied: Device, app, or digital content technical issue."
